Birth,Death
7.407978471113005,7.637964607000912
7.666402311737501,7.840068090497021
7.759050358310136,7.915791751620045
7.95419759032329,8.109279198708862
7.981990860935111,8.133769107648948
8.014410492134267,8.135333154506984
7.953552394268836,8.139798651028233
7.936716313542659,8.152256023892697
8.107191464539454,8.160516068212253
8.029529277573289,8.163155278848862
8.070201743920654,8.175403845813449
8.005736252755398,8.186436975428524
8.066891627613217,8.197679357916602
8.094308572809386,8.22866178289788
8.1129113037269,8.230419816912505
8.073023956471769,8.2316252473329
8.125758176550516,8.231636502725898
8.09462040586731,8.240148342101083
8.056005417038582,8.251115333999781
8.105776733127637,8.257814586091976
8.120048012615861,8.260698389294024
8.148582216056138,8.268947618746997
8.136955607654063,8.275159554067859
8.177595747768308,8.27919748507994
8.203849128515339,8.283482724283687
8.201264967339256,8.297427797418539
8.128995080010057,8.297940453301026
8.1781094304808,8.314674577245516
8.182585433006846,8.31752347426001
8.130473802974826,8.319675039378659
8.159197391502719,8.326451984145931
8.179988949405988,8.327742394878019
8.180431265249968,8.329105754804608
8.204156548483802,8.33187059166422
8.159346326048453,8.33313159587215
8.24183609607772,8.33995905463404
8.174989350454435,8.340030519361385
8.239945998065163,8.341502085816835
8.244912785525528,8.35405027818054
8.264336655191626,8.35668010041941
8.190822104731192,8.364659261453113
8.253326518138456,8.375155432939
8.24166820170209,8.380571692982691
8.209528925347428,8.383844387415351
8.288805845647358,8.391991812668879
8.250292772228633,8.392198642543601
8.343146383314977,8.411647071867105
8.285621215007925,8.424224542168236
8.26175639927424,8.425964470537277
8.278528192400401,8.428155533608376
8.382649643318775,8.432040695193468
8.329361694005419,8.435257166705448
8.38016523428124,8.439522078909128
8.325622047438848,8.442410224581195
8.424128454293477,8.445879421881207
8.334059042638033,8.46126990215243
8.29540849595757,8.465441452405585
8.345721744345804,8.48337423149274
8.362732598865955,8.484618204390982
8.431926593761432,8.488014385540813
8.375651070403734,8.495313716985216
8.376227759116144,8.503171107263437
8.4448512054017,8.511273910622272
8.349522629261072,8.51129045312301
8.399227864223148,8.512015840525041
8.467301502260625,8.57383867192695
8.481165531577627,8.575602268951936
8.51745534150892,8.589346571427498
8.51136640852571,8.598904983705006
8.625643632310654,8.6382016896778
8.558972789928431,8.656215527577938
8.605189492628874,8.66232146259616
8.5848903626284,8.684611012485616
8.543557468319314,8.698525736854608
8.664148912999874,8.701874363853463
8.69214648305736,8.716541691833067
8.594006354926027,8.725980814248079
8.75233963818658,8.752440737141956
8.646282605874005,8.781307003367651
8.704497939501092,8.79910001836247
8.696239466441789,8.833883402526249
8.84001502252007,8.842193499108419
8.89071621287285,8.891390065393216
8.79441841238226,8.89227528778617
8.881588568203187,8.90080477347696
8.816604336278921,8.918988529074062
8.923586740111656,8.971162091500812
9.015548169699937,9.01555532960753
8.73452539773118,9.086219615754967
8.682264988614245,9.08968679230166
9.157709317130564,9.158741306018644
8.768515741776536,9.192221586500182
9.178871554068254,9.21595505110532
9.224857735461889,9.226823807711028
9.027131104653115,9.298527210266668
8.975525519246975,9.303280539210427
9.096729632371554,9.318552563375311
9.07328585919949,9.323908512565373
9.17566910176076,9.34807269957722
8.885342572682895,9.350977982402874
9.225701685531886,9.360238878751954
9.200802328562144,9.366375443459539
9.169760140842198,9.381167817486547
9.136652747680905,9.384204801682994
9.170754512725388,9.389563464190216
9.032723032524164,9.39239208985198
9.240757276762402,9.395035967859215
9.402400400972908,9.423118451300908
9.337838440955561,9.429704562033184
9.41903138670677,9.46368761589191
9.322787527775294,9.467954124886475
9.352865346777946,9.472301490517083
9.387590401035212,9.472462650727834
9.288558529457736,9.490058740901897
9.378337669674252,9.513367677923469
9.383908349172561,9.514283985588605
9.325078510331476,9.538993449743451
