Birth,Death
7.661248880627722,7.774209528641923
7.69382882370482,7.787157158706776
7.66776633341917,7.85773983729837
7.763875207925162,7.872405150281322
7.7090778441705865,7.884365781244382
7.701641074049009,7.8847342814787265
7.656283100477102,7.885951085444086
7.790610259360983,7.8969364905012975
7.83693690915043,7.93817693786813
7.758684686852764,7.943019067592676
7.863033635165241,7.943351549163271
7.790139028428566,7.949826460154741
7.790087200899286,7.956433120160984
7.865086074290736,7.966098780587563
7.841470762981094,7.967521705147766
7.932696701267629,7.973515567997833
7.804201246573861,7.988415002391234
7.878736235246938,7.997037273265377
7.882374232058788,7.998485375738696
7.835965999580662,8.0107083656495
7.8895631792921765,8.02121287213005
7.920575917592205,8.032441231712735
7.875682775169546,8.036893735178424
7.975997419677564,8.046860344497144
7.877852765266416,8.054076993628886
7.907357859941541,8.056985086956601
7.9202854391213275,8.057708294952594
7.901121081215907,8.063439323491979
7.941073889743995,8.06657028376759
7.923434028812748,8.070263799243868
7.892040926363406,8.073979584607986
7.958742369616038,8.078634884234773
7.965692018974348,8.07924513444707
7.940972742876493,8.085228778418095
7.920607910858212,8.087508264933527
7.908687384527267,8.088926219477365
8.09809773399249,8.100372503673835
7.985547661406018,8.101890939253984
7.994708356018497,8.106053572528703
8.1128789635535,8.119245386969766
7.989428751778198,8.119451243961247
8.01697265162694,8.121788732470108
8.07287855670013,8.123642842801662
8.007717681196102,8.13219722510647
8.089623516246087,8.133860601225175
8.073551304486434,8.139935745332767
8.074053273219121,8.140390342778622
8.022892204150896,8.141500973481026
8.020382799358309,8.147276946959387
7.991361338340521,8.148708402874366
7.973426876496064,8.151996181009938
8.104988197885618,8.155638271658418
8.070396686403681,8.15727836751708
8.08153585489826,8.161271109740296
8.023337909532252,8.162530583691412
7.975761740106043,8.166535316835812
8.078816799256781,8.174948357602117
8.032872584256776,8.176619623563424
8.113468054066907,8.179377717164677
8.058614843410766,8.186250984495139
8.0542113439294,8.188018308070696
8.137407701986149,8.192392304436025
8.162711073921642,8.202531370783689
8.086700892474077,8.204327572651263
8.099580995146287,8.205318412941015
8.154719038689002,8.205332879551731
8.142690622175406,8.205655563527724
8.106531522774954,8.206028902637206
8.029383901987448,8.20644090146324
8.060926220005273,8.214351904753844
8.093542023338,8.21951327854631
8.184902218489963,8.220984678819608
8.215660215730347,8.22645012875378
8.111992355341227,8.231318614807128
8.097876629672983,8.234238165782763
8.070383235748402,8.235352767002261
8.109623136968171,8.236540424188846
8.130789714640382,8.242530345056743
8.109668826267885,8.250664271834095
8.173541086756703,8.252699466319722
8.107072482944314,8.254686910893826
8.236816176188524,8.254930446636777
8.11578923543728,8.262830866339696
8.247621225563423,8.266528307468374
8.158466597661006,8.269797675588253
8.165193965014604,8.275138357329178
8.186581783709155,8.27648241093996
8.22933738144945,8.285833139670988
8.19425635081149,8.287012008728304
8.201295699123218,8.287390615834322
8.265098512156158,8.288468457006074
8.15244167177228,8.289181598321914
8.129905055830054,8.29068521477441
8.157325230274473,8.29676802717561
8.214065754928116,8.299047492582597
8.216238212004695,8.30050298801838
8.144470480495848,8.303121048784767
8.21052842726754,8.304506897464604
8.135036515139712,8.31013027511359
8.132766400384586,8.311313269865554
8.252944600548462,8.313774335002943
8.207986371759079,8.31596660730866
8.285362644455965,8.31609641363864
8.298035251919933,8.317970783980769
8.294996553271215,8.328488314240346
8.165941848998532,8.329290700542693
8.148930617944881,8.335062885022243
8.245450768203298,8.33508203070623
8.245730136860196,8.341166872275538
8.199692247447404,8.343803950682425
8.24707522738735,8.348086028107918
8.193200700961986,8.349675437542658
8.208592762048813,8.356921687841709
8.212934210554103,8.36022032025351
8.264356965533693,8.367244676344448
