Birth,Death
7.8155704195159625,8.00577230392392
7.826254985725253,8.015949531425774
7.843984159708215,8.053897376011022
7.940213696197327,8.103072241024222
7.9616609635482884,8.10790008185645
7.955263064225996,8.111484726939604
7.9850853000785085,8.122787242104348
7.813038602248801,8.128320349889943
7.846818120646169,8.154378875030028
8.116088071264741,8.163985710029538
8.114189664981435,8.173069412391214
8.034586525054364,8.19445977678286
8.046265741719335,8.20128161959786
8.051173521912105,8.212418756438645
8.07905225746933,8.217657541640321
8.08177283192181,8.226578875354667
8.083579102665752,8.238620971942593
8.088966923239735,8.239519646001847
8.103506787777913,8.24157082724248
8.110610524959657,8.259676780855246
8.260471336679423,8.260717740943914
8.22397604267254,8.26909260882036
8.252541640612915,8.298282787400002
8.12928564086792,8.316060581522478
8.183135650648667,8.316135548076037
8.166759964876016,8.31905302896379
8.239633329297714,8.338708938788281
8.244929655091589,8.341246036988917
8.159502204301553,8.347797722272734
8.270260103064583,8.351434398488708
8.22397942866071,8.353066964619849
8.227169623909482,8.35459862823339
8.202799206118947,8.375966728569011
8.267124559442319,8.416401348122823
8.267911869532455,8.418259027892063
8.311341826816802,8.423113267883835
8.348067911613366,8.425984825259164
8.266168595191989,8.431056516320636
8.332071551568685,8.432514004744867
8.33835267994625,8.463684888739605
8.365728285549267,8.465770688234688
8.397333077453396,8.465991587389153
8.400111124953643,8.474573578182527
8.315717636873968,8.478082692678885
8.377158904421105,8.491862310828788
8.355750665833305,8.506970440056605
7.942417727425182,8.52619610548362
8.390758171017232,8.528347207767089
8.391252523348346,8.532734397788404
8.427202022284064,8.54430517397611
8.452193989612994,8.555302614955885
8.44977501907486,8.556822933215198
8.475294374795812,8.56680760259626
8.420221773919506,8.574950222873992
7.980069054606846,8.58812174382496
8.529883066273186,8.61082874878428
8.567233739049552,8.625167674948992
8.471281487104559,8.628867941824351
8.552692583612597,8.636747782606768
8.56309277330271,8.649437494254881
8.610721516498344,8.661951221543431
8.531009366269437,8.676626718509766
8.653136790919486,8.682478217179032
8.542847319287358,8.684798839134062
8.623304999884546,8.685369262662515
8.637734975136272,8.686953345960191
8.550937152153345,8.707902000091824
8.587924199736449,8.713513506697701
8.71760140441509,8.742100798036521
8.615779415147486,8.744111639282776
8.658490203544158,8.766496980192189
8.66163782251618,8.77913458755204
8.769328892733459,8.802760459772701
8.806126294283747,8.822656295694477
8.794338293025255,8.825115850743773
8.741068116009615,8.839419560528237
8.82858152612394,8.842701560406168
8.721862709908835,8.856681078956296
8.862371450139472,8.874615743671677
8.74244403059663,8.875680999491518
8.835636201673571,8.892829263347464
8.862296380794419,8.896326922564114
8.771542213927706,8.897507500482678
8.783124151157217,8.899864012480966
8.31902432616302,8.905044333377933
8.855915352522178,8.93301683822634
8.35430897465476,8.946271879880076
8.90917104671129,8.97670349542855
9.02860986438085,9.055990366352052
9.041362127364913,9.071173032597112
8.997941749521562,9.095584775081175
9.020733006727927,9.111823826358327
9.005722044147149,9.119580226549527
9.029395616252415,9.126672965692748
8.599553598380156,9.165883729445389
9.15675215458445,9.17314204247276
9.133598117271955,9.248713521997793
9.106187872755429,9.251019663708984
