Birth,Death
4.84729661320234,5.100889754478123
4.957190855322111,5.460993948338553
6.107028152699286,6.252416437564567
6.0370234099466416,6.270438976056395
5.876005300975805,6.540881995128237
6.558500462208542,6.612733717911505
5.554622845932045,6.62306283512113
5.692838779321065,6.657464913824297
6.613385579685655,6.658031498143577
6.59719698231493,6.660800101942265
6.621462661659724,6.672630274795498
6.629570804933579,6.672663351429838
6.135873136911542,6.677942245259008
5.826766941243395,6.682183570939789
6.655510115982906,6.701534007338045
6.669740475404044,6.706425473645997
6.681117624176295,6.7158086888258754
6.7327493663197515,6.769030121873082
6.172538973990598,6.771849634511757
6.034752089974891,6.7776615744959035
6.001966787540837,6.792513288889426
6.776259372178121,6.797390387831327
6.470084905606427,6.79881869531971
6.0177543780293945,6.814704892858163
6.790576131759735,6.821577566908475
6.619633836700814,6.8239261137558
6.799601461808379,6.826689550218308
6.836987975433658,6.854675215074811
6.836685410927203,6.856482186475118
6.84077872941268,6.86455266758629
6.867339045606641,6.8794127874355
6.866934361935137,6.8876803943361935
6.879446518320947,6.894066508983505
6.87766257915905,6.899437706735748
6.736124592951406,6.905347283664993
6.119897992576625,6.921258983265151
6.91538072751849,6.927856192008347
6.931504148048873,6.947856209401135
6.960792179025759,6.971747794181647
6.983220767345756,6.993851675907145
6.4070457332536535,6.996569683445177
6.993113783874733,7.002660318037346
6.997613638468522,7.007814354081925
7.002016286037588,7.010005468854047
6.144640652127638,7.016283041623033
7.022127673851486,7.02772801360297
7.005232530323269,7.029478553530705
7.028659781453886,7.035813860385929
7.03184897348234,7.040616594090115
7.038125292941814,7.042619367758137
7.0421487052097405,7.050069296921834
7.049721137102081,7.053389473551097
6.215934924889148,7.055827284257548
7.055900433765828,7.060948528602891
7.056882028072437,7.06219015802626
7.060123137323956,7.069545042880282
7.062702685287505,7.0724730137342
7.070551631938226,7.075223276558415
6.537764560973525,7.076668870211772
7.074446193252697,7.0770846264027085
5.861488043972319,7.077470235687185
7.078451461181885,7.081456371869237
7.080176815037309,7.082982045377154
6.082554888351524,7.090673091337382
7.095082194565819,7.095308539063866
7.097190834852537,7.098975304440966
7.103657523768348,7.105532937807716
7.108459719362006,7.110468026261232
7.108134527479308,7.111213493987488
7.11513317408577,7.116732554455808
7.118874984127274,7.119244425128445
7.119488622703798,7.120430441712467
7.118662754635125,7.120819865956344
7.122334521194716,7.126222930894398
7.1323617716525405,7.134471724454922
7.140871091675848,7.141630802484466
7.128613807818258,7.143564735077769
6.75747465332239,7.14626368763443
7.1446798282306645,7.146885661738868
7.149357380612173,7.149975410448716
5.372632450485298,7.150828910443229
7.149792208343797,7.1513602076206
7.151214576599159,7.1520762392873785
7.151092066736567,7.153223092025902
7.155303409275064,7.1554603815134055
7.158773189766933,7.159030314472
7.167071186056205,7.167663644287424
5.59467134483106,7.170428710869636
7.170178042110479,7.17094232432365
6.442913156616271,7.174809767292407
6.515485640846748,7.178888166747561
7.1160877898410035,7.18062047828311
7.184469877525771,7.18602350848135
7.185951604377806,7.186319330398531
7.188961139762288,7.189062474189023
7.1888162832515405,7.189396958529583
7.190485468529005,7.191282256523365
7.192123375524545,7.1928457952757014
7.194572827713273,7.195100633847917
7.196064539952431,7.199709695368313
7.199265486915692,7.1998979752694625
7.202378661848172,7.202758469926522
7.204865332092609,7.205010484784144
7.210342143593508,7.2112899667838395
7.216538368333204,7.216678688062697
7.215616181845579,7.217282267415262
6.347265162614496,7.2179858214328245
7.220052488643774,7.22148681151631
7.232857216983859,7.2329972303135115
7.2331364407657475,7.23398471106371
7.23527535482026,7.236038116966987
6.874325189334968,7.239471297975928
7.244160987976329,7.244381276659716
7.24514960182205,7.245164102038407
7.250739281837468,7.25097795138913
6.868547281777765,7.254426861085795
7.262804168182811,7.262920695418346
7.275129429513072,7.2751373299079525
7.276864128404725,7.2768958454531045
6.614760816253693,7.286832921782954
7.297468413847184,7.297482524261606
7.297852355514806,7.297853757442371
5.7139706888201545,7.312374409706526
4.065455493356481,7.313365035480909
6.377725718817203,7.326596280997766
6.634960914512703,7.338086115979472
7.338453460315179,7.338518993653779
6.012123324184827,7.342978827406872
6.872530449224499,7.367696021789179
5.909308984902054,7.373378916932603
6.321285338511968,7.375947283427617
5.664658133578201,7.419781801422553
6.789577409639435,7.4272843956593695
5.4150598111239105,7.429897687352416
7.385609142219189,7.438008270138296
6.794297010403682,7.454354926698917
6.120397307697321,7.456938171320697
5.954225760559211,7.459003078822962
6.516555281385095,7.465363031856214
5.9905575132055455,7.46570054968675
7.433521575102887,7.468304668255544
5.721273794757295,7.487885545432201
6.497298537712595,7.491698328186633
7.112452325889649,7.5058145486267
6.514934210373212,7.512530714652465
6.003950781761887,7.533312685447973
7.516690162247187,7.538980386146618
6.1965476901862075,7.54485116995464
6.614074824554564,7.545920879202148
6.092248267448667,7.5555667616295255
7.351660945006561,7.559607821547845
7.167845591344587,7.5618325125803185
6.686629281259968,7.5654557611135065
6.6069437465084775,7.574226912683056
7.505223238222754,7.5813972289514515
5.753351516967996,7.58431068053317
5.736968673319097,7.588311866803938
6.195932025281966,7.598249175391972
6.446170414655333,7.603333067324582
7.315782897609836,7.604707206224227
7.3444315760899395,7.605801700661015
6.51448607289743,7.610988650395251
5.86752293060599,7.612879527781622
6.090219023292775,7.623267997762662
6.04161498114081,7.623679496333141
6.378803869415606,7.6273175668323905
6.048909486444757,7.628850687744228
6.4869491240083335,7.629181573444349
5.795914832987265,7.644590526043354
7.376589855404973,7.647939857929247
6.017900429910014,7.652320013058891
6.587903400369246,7.652624982830764
5.967221123131139,7.662799116870657
6.745769742915102,7.666607888942709
6.120184061605219,7.678821918784544
6.060243378221571,7.68347792688771
6.180320258386207,7.684341448826518
6.095904523986974,7.685159632259227
5.934629784828758,7.686990594255646
6.52699031264325,7.689865190639367
5.875827588317762,7.695725957772586
6.1220646080901275,7.696478588436822
6.681622532383017,7.697254252601888
6.388243223568907,7.6986073191142985
5.938662599527106,7.702208828429826
6.059835929448354,7.708997470298261
7.537434036213426,7.717137812246398
6.126709454033062,7.720231006042807
6.105799656711724,7.724556812657043
7.4133929795021345,7.725290821924759
6.290353468331106,7.727705484627107
5.918238399002803,7.728987496601863
6.160344693095295,7.729599864721578
6.01716623841896,7.73673418173066
