Target,Function Target,Number of Alpha Carbons in Target,Distance,Reference
target_6V4H_ca,,155,1.060630738136494,ref_Oscarella_lobularis_CRCL_1_filtered_Ca
target_8ADD_ca,,140,1.0610709490313497,ref_Gallus_gallus_CRCL_5_filtered_Ca
target_7CIV_ca,,143,1.06108747064478,ref_Hydra_vulgaris_CRCL_1_filtered_Ca
target_6LTK_ca,,139,1.0611233342806552,ref_Xenopus_tropicalis_CRCL_5_filtered_Ca
target_7TGQ_ca,,164,1.061158877078609,ref_Hydra_vulgaris_CRCL_3_filtered_Ca
target_6LXC_ca,,184,1.061214494176672,ref_Stylophora_pistillata_CRCL_8_all_Ca
target_7CIV_ca,,156,1.061238935403826,ref_Haliclona_tubifera_CRCL_2_filtered_Ca
target_6XZK_ca,,175,1.0612625611142363,ref_Stylophora_pistillata_CRCL_2_filtered_Ca
target_6XZK_ca,,161,1.0615294800244988,ref_Amphimedon_queenslandica_CRCL_5_filtered_Ca
target_7CIV_ca,,148,1.0617196173754169,ref_Danio_rerio_CRCL_1_filtered_Ca
target_7X15_ca,,184,1.0617304869237951,ref_Pocillopora_damicornis_CRCL_1_all_Ca
target_8FDY_ca,,142,1.061758372202796,ref_Gallus_gallus_CRCL_4_filtered_Ca
target_7BO6_ca,,184,1.0618320000335375,ref_Stylophora_pistillata_CRCL_8_all_Ca
target_7BO6_ca,,174,1.0619915309412964,ref_Gallus_gallus_CRCL_7_all_Ca
target_7RL3_ca,,131,1.0621762004270798,ref_Exaiptasia_pallida_CRCL_1_filtered_Ca
target_7CQV_ca,,131,1.0622362471056732,ref_Xenopus_tropicalis_CRCL_2_filtered_Ca
target_6VJ9_ca,,164,1.0622871470431097,ref_Orbicella_faveolata_CRCL_1_filtered_Ca
target_6XZV_ca,,161,1.062322331762245,ref_Amphimedon_queenslandica_CRCL_5_filtered_Ca
target_6LTK_ca,,152,1.0624099172254688,ref_Xenopus_tropicalis_CRCL_4_filtered_Ca
target_8FDY_ca,,180,1.06254416259098,ref_Mnemiopsis_leidyi_CRCL_1_filtered_Ca
target_6XRO_ca,,158,1.062546057603739,ref_Homo_sapiens_CRCL_4_filtered_Ca
target_8CKC_ca,,181,1.0626789183103569,ref_Halisarca_caerulea_CRCL_3_filtered_Ca
target_7CIV_ca,,156,1.062706151472391,ref_Haliclona_tubifera_CRCL_1_filtered_Ca
target_8FDX_ca,,179,1.0627614606714946,ref_Xenopus_tropicalis_CRCL_1_filtered_Ca
target_7AXF_ca,,181,1.0628464801521411,ref_Halisarca_caerulea_CRCL_3_filtered_Ca
target_6LTK_ca,,160,1.0629888767349704,ref_Homo_sapiens_CRCL_1_filtered_Ca
target_8FDX_ca,,162,1.0630772160644348,ref_Danio_rerio_CRCL_6_filtered_Ca
target_7B39_ca,,204,1.0631727341370407,ref_Homo_sapiens_CRCL_10_filtered_Ca
target_7CIX_ca,,143,1.0632462020052642,ref_Hydra_vulgaris_CRCL_1_filtered_Ca
target_6XRP_ca,,160,1.063322863177743,ref_Oscarella_pearsei_CRCL_1_filtered_Ca
target_8ADD_ca,,145,1.0634766274568583,ref_Danio_rerio_CRCL_8_filtered_Ca
target_8FDY_ca,,155,1.0635648723561997,ref_Oscarella_lobularis_CRCL_1_filtered_Ca
target_6XRP_ca,,155,1.0635682654347045,ref_Geodia_cydonium_CRCL_2_filtered_Ca
target_8PZ7_ca,,181,1.0636327281070832,ref_Gallus_gallus_CRCL_6_filtered_Ca
target_6Y6E_ca,,138,1.0636865250775438,ref_Xenopus_tropicalis_CRCL_6_filtered_Ca
target_7B39_ca,,174,1.063787941010647,ref_Gallus_gallus_CRCL_7_all_Ca
target_8ADD_ca,,138,1.0637903962133095,ref_Xenopus_tropicalis_CRCL_6_filtered_Ca
target_8FDY_ca,,166,1.0638237059111195,ref_Stylophora_pistillata_CRCL_9_filtered_Ca
target_7KVX_ca,,148,1.063875023984679,ref_Danio_rerio_CRCL_1_filtered_Ca
target_6LTK_ca,,155,1.0642146839813176,ref_Amphimedon_queenslandica_CRCL_2_filtered_Ca
target_7BO6_ca,,204,1.064236145269705,ref_Homo_sapiens_CRCL_10_filtered_Ca
target_7JW6_ca,,156,1.0644869829730548,ref_Hydra_vulgaris_CRCL_2_filtered_Ca
target_7MFW_ca,,164,1.0645525271466785,ref_Orbicella_faveolata_CRCL_1_filtered_Ca
target_7U9D_ca,,180,1.0646227463776885,ref_Mnemiopsis_leidyi_CRCL_1_filtered_Ca
target_6XRP_ca,,180,1.064800491014106,ref_Mnemiopsis_leidyi_CRCL_1_filtered_Ca
target_7ME4_ca,,159,1.0649999427773666,ref_Stylophora_pistillata_CRCL_7_filtered_Ca
target_8FDX_ca,,164,1.0650323104093808,ref_Hydra_vulgaris_CRCL_3_filtered_Ca
target_7CIV_ca,,155,1.0650573597093906,ref_Geodia_cydonium_CRCL_1_filtered_Ca
target_7JW6_ca,,194,1.0650797819281184,ref_Pleurobrachia_pileus_CRCL_1_filtered_Ca
target_8PZ9_ca,,175,1.065175755054466,ref_Trichoplax__adhaerens_CRCL_1_filtered_Ca
target_6LTK_ca,,164,1.065217322018016,ref_Haliclona_tubifera_CRCL_3_filtered_Ca
target_7MNU_ca,,181,1.0652622248454815,ref_Halisarca_caerulea_CRCL_3_filtered_Ca
target_6V4H_ca,,150,1.0653531500813644,ref_Acropora_digitifera_CRCL_1_filtered_Ca
target_6XRP_ca,,172,1.0653652452699809,ref_Haliclona_tubifera_CRCL_5_filtered_Ca
target_8PZ9_ca,,181,1.0653771854428624,ref_Gallus_gallus_CRCL_6_filtered_Ca
target_6V4H_ca,,170,1.065387149575875,ref_Hormiphora_californensis_CRCL_1_filtered_Ca
target_6XRP_ca,,155,1.0654317652423493,ref_Oscarella_lobularis_CRCL_1_filtered_Ca
target_7ZFX_ca,,184,1.0655666258500855,ref_Pocillopora_damicornis_CRCL_1_all_Ca
target_7UVE_ca,,176,1.0656486610546418,ref_Danio_rerio_CRCL_10_filtered_Ca
target_8BOK_ca,,184,1.0656982373744894,ref_Stylophora_pistillata_CRCL_8_all_Ca
target_7ME4_ca,,153,1.0658366578998053,ref_Homo_sapiens_CRCL_5_filtered_Ca
target_7MFW_ca,,198,1.0659322095450237,ref_Xenopus_tropicalis_CRCL_9_all_Ca
target_8BS5_ca,,146,1.0661766589837225,ref_Strongylocentrotus_purpuratus_CRCL_4_filtered_Ca
target_8ADD_ca,,146,1.0662797448394052,ref_Danio_rerio_CRCL_7_filtered_Ca
target_7U9D_ca,,167,1.0662960314303618,ref_Trichoplax_adhaerens_CRCL_1_filtered_Ca
target_7R5F_ca,,184,1.0663380321935971,ref_Pocillopora_damicornis_CRCL_1_all_Ca
target_7CIW_ca,,148,1.0664427166167552,ref_Danio_rerio_CRCL_1_filtered_Ca
target_7KVX_ca,,138,1.066533677692317,ref_Halisarca_caerulea_CRCL_1_filtered_Ca
target_8ADD_ca,,156,1.0665481471480498,ref_Haliclona_tubifera_CRCL_2_filtered_Ca
target_7RL3_ca,,136,1.0667757707780825,ref_Trichoplax_adhaerens_CRCL_2_filtered_Ca
target_7UVE_ca,,159,1.0668454986678164,ref_Stylophora_pistillata_CRCL_7_filtered_Ca
target_8BS5_ca,,141,1.066845709335468,ref_Homo_sapiens_CRCL_3_filtered_Ca
target_7RL3_ca,,149,1.066982186171863,ref_Stylophora_pistillata_CRCL_6_filtered_Ca
target_6XZK_ca,,176,1.0670280029718395,ref_Danio_rerio_CRCL_10_filtered_Ca
target_7TGQ_ca,,158,1.0672474099386766,ref_Homo_sapiens_CRCL_4_filtered_Ca
target_6XRP_ca,,148,1.0672561110018524,ref_Nematostella_vectensis_CRCL_3_filtered_Ca
target_7U9D_ca,,140,1.0673728119168553,ref_Homo_sapiens_CRCL_2_filtered_Ca
target_7CIW_ca,,144,1.0674198977009413,ref_Strongylocentrotus_purpuratus_CRCL_1_filtered_Ca
target_8BS5_ca,,141,1.0675468427045265,ref_Stylophora_pistillata_CRCL_4_filtered_Ca
target_6V4H_ca,,139,1.0676217851947711,ref_Halisarca_caerulea_CRCL_2_filtered_Ca
target_6VJ8_ca,,167,1.0676409041161667,ref_Beroe_ovata_CRCL_1_filtered_Ca
target_8FDY_ca,,143,1.0676562285634197,ref_Hydra_vulgaris_CRCL_1_filtered_Ca
target_7PV5_ca,,145,1.06771900093585,ref_Homo_sapiens_CRCL_8_filtered_Ca
target_6K80_ca,,159,1.0677582893602522,ref_Stylophora_pistillata_CRCL_7_filtered_Ca
target_8ADD_ca,,148,1.0677807399457662,ref_Nematostella_vectensis_CRCL_3_filtered_Ca
target_6LTK_ca,,194,1.0678412614360682,ref_Pleurobrachia_pileus_CRCL_1_filtered_Ca
target_6XRP_ca,,166,1.0679510215270656,ref_Stylophora_pistillata_CRCL_9_filtered_Ca
target_7O3S_ca,,168,1.0681137974860668,ref_Homo_sapiens_CRCL_7_filtered_Ca
target_6XRO_ca,,140,1.0682132171433791,ref_Gallus_gallus_CRCL_5_filtered_Ca
target_6XRO_ca,,204,1.0682813615029347,ref_Homo_sapiens_CRCL_10_filtered_Ca
target_6SLW_ca,,172,1.0683864284582014,ref_Haliclona_tubifera_CRCL_4_filtered_Ca
target_7RL3_ca,,133,1.0684175663940978,ref_Strongylocentrotus_purpuratus_CRCL_2_filtered_Ca
target_7CIX_ca,,148,1.068593173360708,ref_Danio_rerio_CRCL_1_filtered_Ca
target_7JW6_ca,,151,1.068754480198053,ref_Strongylocentrotus_purpuratus_CRCL_6_filtered_Ca
target_7ZFX_ca,,174,1.068805136117849,ref_Gallus_gallus_CRCL_7_all_Ca
target_6XRP_ca,,181,1.0688183565410347,ref_Gallus_gallus_CRCL_6_filtered_Ca
target_7MIC_ca,,167,1.068828134028561,ref_Trichoplax_adhaerens_CRCL_1_filtered_Ca
target_7TGQ_ca,,146,1.069139324932419,ref_Strongylocentrotus_purpuratus_CRCL_4_filtered_Ca
target_7MFW_ca,,148,1.0691636380619916,ref_Nematostella_vectensis_CRCL_3_filtered_Ca
target_8ADD_ca,,155,1.0692835663623572,ref_Amphimedon_queenslandica_CRCL_2_filtered_Ca
target_7BTG_ca,,148,1.0693559034470892,ref_Danio_rerio_CRCL_1_filtered_Ca
target_7MIC_ca,,164,1.0694032417218726,ref_Orbicella_faveolata_CRCL_1_filtered_Ca
target_6XZK_ca,,170,1.0694442295847997,ref_Xenopus_tropicalis_CRCL_7_filtered_Ca
target_8PZ9_ca,,204,1.0694582015212508,ref_Homo_sapiens_CRCL_10_filtered_Ca
target_7TGQ_ca,,155,1.069557150699631,ref_Oscarella_lobularis_CRCL_1_filtered_Ca
target_7CIW_ca,,167,1.0697070302509315,ref_Beroe_ovata_CRCL_1_filtered_Ca
target_7AZW_ca,,194,1.069746244905572,ref_Pleurobrachia_pileus_CRCL_1_filtered_Ca
target_6Y6E_ca,,176,1.0698438757294029,ref_Danio_rerio_CRCL_10_filtered_Ca
target_7CIW_ca,,138,1.0699580549945906,ref_Xenopus_tropicalis_CRCL_6_filtered_Ca
target_6T2T_ca,,175,1.0700302725485455,ref_Trichoplax__adhaerens_CRCL_1_filtered_Ca
target_7MFW_ca,,145,1.070245303583477,ref_Danio_rerio_CRCL_8_filtered_Ca
target_7TGQ_ca,,150,1.0702518302459647,ref_Acropora_digitifera_CRCL_1_filtered_Ca
target_7VNH_ca,,156,1.0705269544570366,ref_Hydra_vulgaris_CRCL_2_filtered_Ca
target_8FDY_ca,,156,1.0705743059140942,ref_Haliclona_tubifera_CRCL_2_filtered_Ca
target_7MNU_ca,,181,1.070637529672953,ref_Gallus_gallus_CRCL_6_filtered_Ca
target_7CIW_ca,,163,1.0706704650479644,ref_Ephydatia_muelleri_CRCL_2_filtered_Ca
target_6VJ9_ca,,167,1.0708389507162874,ref_Beroe_ovata_CRCL_1_filtered_Ca
target_6LTK_ca,,162,1.0709096004961711,ref_Homo_sapiens_CRCL_9_filtered_Ca
target_7AZW_ca,,168,1.0709430165771223,ref_Chondrosia_reniformis_CRCL_1_filtered_Ca
target_7U9D_ca,,184,1.0710526127617697,ref_Stylophora_pistillata_CRCL_8_all_Ca
target_7AZW_ca,,165,1.0710673751786657,ref_Danio_rerio_CRCL_9_filtered_Ca
target_8FDX_ca,,180,1.0712273118785889,ref_Mnemiopsis_leidyi_CRCL_1_filtered_Ca
target_7VNH_ca,,145,1.0712446303859395,ref_Danio_rerio_CRCL_8_filtered_Ca
target_7KVX_ca,,163,1.0715190773106165,ref_Danio_rerio_CRCL_2_filtered_Ca
target_7ZFG_ca,,204,1.0715390674369265,ref_Homo_sapiens_CRCL_10_filtered_Ca
target_8FDX_ca,,167,1.0716632118891456,ref_Trichoplax_adhaerens_CRCL_1_filtered_Ca
target_8PZ7_ca,,204,1.0718306253739458,ref_Homo_sapiens_CRCL_10_filtered_Ca
target_7BJO_ca,,184,1.071848713389378,ref_Pocillopora_damicornis_CRCL_1_all_Ca
target_6V4E_ca,,150,1.0719072630809692,ref_Acropora_digitifera_CRCL_1_filtered_Ca
target_6LTK_ca,,160,1.0719801780028273,ref_Gallus_gallus_CRCL_1_filtered_Ca
target_7JW6_ca,,165,1.072069063171166,ref_Nematostella_vectensis_CRCL_6_filtered_Ca
target_8FDX_ca,,142,1.0723211065744296,ref_Gallus_gallus_CRCL_4_filtered_Ca
target_7PWT_ca,,175,1.072363197047542,ref_Stylophora_pistillata_CRCL_2_filtered_Ca
target_6SLW_ca,,184,1.0724074008983913,ref_Pocillopora_damicornis_CRCL_1_all_Ca
target_7CIV_ca,,165,1.072409550319292,ref_Nematostella_vectensis_CRCL_6_filtered_Ca
target_6XRP_ca,,165,1.0725295121122105,ref_Acropora_millepora_CRCL_1_filtered_Ca
target_8FDX_ca,,204,1.0725511283301017,ref_Homo_sapiens_CRCL_10_filtered_Ca
target_6LTK_ca,,150,1.0725759156050223,ref_Acropora_digitifera_CRCL_1_filtered_Ca
target_6LTK_ca,,155,1.0726620941332112,ref_Amphimedon_queenslandica_CRCL_6_filtered_Ca
target_7TGQ_ca,,143,1.0727035989590843,ref_Hydra_vulgaris_CRCL_1_filtered_Ca
target_7CIW_ca,,155,1.072709886131098,ref_Geodia_cydonium_CRCL_1_filtered_Ca
target_6LXC_ca,,181,1.0727267953247448,ref_Halisarca_caerulea_CRCL_3_filtered_Ca
target_8HTC_ca,,184,1.0727775102920007,ref_Stylophora_pistillata_CRCL_8_all_Ca
target_7O3S_ca,,184,1.0728819480760718,ref_Pocillopora_damicornis_CRCL_1_all_Ca
target_7AZW_ca,,163,1.0730525202634276,ref_Ephydatia_muelleri_CRCL_2_filtered_Ca
target_6XZV_ca,,172,1.0730576200341408,ref_Haliclona_tubifera_CRCL_4_filtered_Ca
target_6LTK_ca,,144,1.0731963337558323,ref_Strongylocentrotus_purpuratus_CRCL_1_filtered_Ca
target_7CIV_ca,,156,1.0734370736509224,ref_Hydra_vulgaris_CRCL_2_filtered_Ca
target_7CIX_ca,,156,1.0734470813551098,ref_Haliclona_tubifera_CRCL_2_filtered_Ca
target_7MIC_ca,,170,1.0734653639489111,ref_Hormiphora_californensis_CRCL_1_filtered_Ca
target_6XZI_ca,,165,1.0735696964457946,ref_Danio_rerio_CRCL_9_filtered_Ca
target_7MIC_ca,,153,1.0736531562305216,ref_Homo_sapiens_CRCL_5_filtered_Ca
target_8BS5_ca,,134,1.0736686912364557,ref_Trichoplax_adhaerens_CRCL_3_filtered_Ca
target_7ZFG_ca,,181,1.073751067382908,ref_Halisarca_caerulea_CRCL_3_filtered_Ca
target_8BS5_ca,,152,1.074060240578678,ref_Xenopus_tropicalis_CRCL_4_filtered_Ca
target_7CIX_ca,,155,1.0740934165958955,ref_Geodia_cydonium_CRCL_1_filtered_Ca
target_7U9D_ca,,156,1.0741109088812817,ref_Haliclona_tubifera_CRCL_2_filtered_Ca
target_7RL3_ca,,144,1.074344813129248,ref_Lubomirskia_baicalensis_CRCL_1_filtered_Ca
target_6XRP_ca,,170,1.074365127020149,ref_Hormiphora_californensis_CRCL_1_filtered_Ca
target_7O3S_ca,,161,1.074401759711558,ref_Amphimedon_queenslandica_CRCL_5_filtered_Ca
target_7U9D_ca,,159,1.0745784425991058,ref_Stylophora_pistillata_CRCL_7_filtered_Ca
target_8FDY_ca,,172,1.07458207999496,ref_Haliclona_tubifera_CRCL_4_filtered_Ca
target_6VJ9_ca,,168,1.074594792155824,ref_Chondrosia_reniformis_CRCL_1_filtered_Ca
target_7U9D_ca,,136,1.074659262620538,ref_Danio_rerio_CRCL_4_filtered_Ca
target_8BS5_ca,,145,1.074692660163327,ref_Danio_rerio_CRCL_8_filtered_Ca
target_7MIC_ca,,162,1.074732005459117,ref_Danio_rerio_CRCL_6_filtered_Ca
target_6SLW_ca,,168,1.074872170134218,ref_Homo_sapiens_CRCL_7_filtered_Ca
target_7KVX_ca,,133,1.0748826733054333,ref_Amphimedon_queenslandica_CRCL_8_filtered_Ca
target_7U9D_ca,,166,1.0752799434771465,ref_Stylophora_pistillata_CRCL_9_filtered_Ca
target_8PZ7_ca,,181,1.0753200149413422,ref_Halisarca_caerulea_CRCL_3_filtered_Ca
target_8R79_ca,,169,1.075335786586244,ref_Homo_sapiens_CRCL_6_filtered_Ca
target_6V4H_ca,,155,1.075338054081379,ref_Geodia_cydonium_CRCL_1_filtered_Ca
target_7U9D_ca,,153,1.075563168493804,ref_Suberites_domuncula_CRCL_2_filtered_Ca
target_6XRP_ca,,164,1.075627405170256,ref_Hydra_vulgaris_CRCL_3_filtered_Ca
target_7JW6_ca,,155,1.075658508713021,ref_Geodia_cydonium_CRCL_1_filtered_Ca
target_7JW6_ca,,163,1.075673220632262,ref_Stylophora_pistillata_CRCL_1_filtered_Ca
target_7OXZ_ca,,165,1.0757015051127623,ref_Danio_rerio_CRCL_9_filtered_Ca
target_7AZW_ca,,204,1.0762005489604456,ref_Homo_sapiens_CRCL_10_filtered_Ca
target_7MIC_ca,,161,1.0762415428027343,ref_Amphimedon_queenslandica_CRCL_5_filtered_Ca
target_7B39_ca,,184,1.0763485319506072,ref_Pocillopora_damicornis_CRCL_1_all_Ca
target_8FDY_ca,,170,1.0763934351078368,ref_Xenopus_tropicalis_CRCL_7_filtered_Ca
target_8FDX_ca,,165,1.0765682564143608,ref_Danio_rerio_CRCL_9_filtered_Ca
target_7X15_ca,,181,1.0765899321810712,ref_Gallus_gallus_CRCL_6_filtered_Ca
target_7OY4_ca,,165,1.0765916265929492,ref_Danio_rerio_CRCL_9_filtered_Ca
target_6V4H_ca,,164,1.0766298458542356,ref_Hydra_vulgaris_CRCL_3_filtered_Ca
target_7CIV_ca,,144,1.0766747838020816,ref_Strongylocentrotus_purpuratus_CRCL_1_filtered_Ca
target_7PO9_ca,,116,1.076703342789222,ref_Porites_astreoides_CRCL_1_filtered_Ca
target_6VJ9_ca,,174,1.0767074116966329,ref_Gallus_gallus_CRCL_7_all_Ca
target_6XZV_ca,,170,1.076719255645611,ref_Xenopus_tropicalis_CRCL_7_filtered_Ca
target_6K80_ca,,161,1.0767238524607323,ref_Amphimedon_queenslandica_CRCL_5_filtered_Ca
target_6XZI_ca,,168,1.0768070523090176,ref_Homo_sapiens_CRCL_7_filtered_Ca
target_7PWT_ca,,170,1.0769001788249388,ref_Xenopus_tropicalis_CRCL_7_filtered_Ca
target_6V4E_ca,,147,1.0769916194518725,ref_Suberites_domuncula_CRCL_1_filtered_Ca
target_8FDX_ca,,148,1.0770013518700108,ref_Danio_rerio_CRCL_1_filtered_Ca
target_7RL3_ca,,139,1.0770775988290726,ref_Xenopus_tropicalis_CRCL_5_filtered_Ca
target_7Y8D_ca,,181,1.077114032625663,ref_Halisarca_caerulea_CRCL_3_filtered_Ca
target_6K80_ca,,160,1.077144229320126,ref_Amphimedon_queenslandica_CRCL_7_filtered_Ca
target_7CIX_ca,,138,1.0772429132200003,ref_Xenopus_tropicalis_CRCL_6_filtered_Ca
target_6VJ8_ca,,159,1.077248421204973,ref_Stylophora_pistillata_CRCL_7_filtered_Ca
target_8R79_ca,,180,1.077309513940047,ref_Mnemiopsis_leidyi_CRCL_1_filtered_Ca
target_7ZFG_ca,,181,1.0773420519264914,ref_Gallus_gallus_CRCL_6_filtered_Ca
target_7RL3_ca,,116,1.0773571990960966,ref_Porites_astreoides_CRCL_1_filtered_Ca
target_6XRP_ca,,194,1.0773979960483364,ref_Pleurobrachia_pileus_CRCL_1_filtered_Ca
target_6VJ8_ca,,140,1.077527909953444,ref_Gallus_gallus_CRCL_5_filtered_Ca
target_7CMR_ca,,181,1.0775614477250564,ref_Halisarca_caerulea_CRCL_3_filtered_Ca
target_7U9D_ca,,139,1.0775975605436288,ref_Xenopus_tropicalis_CRCL_5_filtered_Ca
target_7OXU_ca,,174,1.0776945004244358,ref_Gallus_gallus_CRCL_7_all_Ca
target_6VJ9_ca,,159,1.0777625960045227,ref_Stylophora_pistillata_CRCL_7_filtered_Ca
target_7MFW_ca,,176,1.0780395417720972,ref_Danio_rerio_CRCL_10_filtered_Ca
target_8R79_ca,,166,1.0781952817018954,ref_Stylophora_pistillata_CRCL_9_filtered_Ca
target_7CIW_ca,,148,1.0783890219801957,ref_Nematostella_vectensis_CRCL_2_filtered_Ca
target_8R79_ca,,165,1.078438704285947,ref_Acropora_millepora_CRCL_1_filtered_Ca
target_6K80_ca,,158,1.0787182157168806,ref_Homo_sapiens_CRCL_4_filtered_Ca
target_6XRO_ca,,143,1.078814770858166,ref_Hydra_vulgaris_CRCL_1_filtered_Ca
target_6VJ8_ca,,160,1.0788370955353397,ref_Gallus_gallus_CRCL_1_filtered_Ca
target_6LXC_ca,,184,1.078854420268422,ref_Pocillopora_damicornis_CRCL_1_all_Ca
target_7U9D_ca,,142,1.0790071306575264,ref_Gallus_gallus_CRCL_4_filtered_Ca
target_8GYN_ca,,116,1.0791091219761488,ref_Porites_astreoides_CRCL_1_filtered_Ca
target_8PZ9_ca,,181,1.0791238677897168,ref_Halisarca_caerulea_CRCL_3_filtered_Ca
target_6V4E_ca,,164,1.0791501316648593,ref_Hydra_vulgaris_CRCL_3_filtered_Ca
target_7MFW_ca,,175,1.079187163350212,ref_Stylophora_pistillata_CRCL_2_filtered_Ca
target_7BJS_ca,,165,1.079191200446754,ref_Mus_musculus_CRCL_1_filtered_Ca
target_7AZW_ca,,175,1.0792151494770483,ref_Stylophora_pistillata_CRCL_2_filtered_Ca
target_6LTK_ca,,144,1.0792204311518243,ref_Amphimedon_queenslandica_CRCL_3_filtered_Ca
target_6XZV_ca,,163,1.0792903071020457,ref_Ephydatia_muelleri_CRCL_2_filtered_Ca
target_7UVE_ca,,181,1.0793230792246669,ref_Gallus_gallus_CRCL_6_filtered_Ca
target_6V4H_ca,,153,1.07935769236669,ref_Suberites_domuncula_CRCL_2_filtered_Ca
target_7MFW_ca,,140,1.0794380671239845,ref_Gallus_gallus_CRCL_5_filtered_Ca
target_7PO9_ca,,119,1.0795342496178202,ref_Strongylocentrotus_purpuratus_CRCL_5_filtered_Ca
target_6LTK_ca,,146,1.079554473034098,ref_Danio_rerio_CRCL_7_filtered_Ca
target_6XZK_ca,,163,1.0795946799975518,ref_Ephydatia_muelleri_CRCL_2_filtered_Ca
target_7MFW_ca,,138,1.0796805923289845,ref_Hydra_vulgaris_CRCL_5_filtered_Ca
target_6XRP_ca,,172,1.0798271548451002,ref_Haliclona_tubifera_CRCL_4_filtered_Ca
target_7CIW_ca,,142,1.0798448557976044,ref_Gallus_gallus_CRCL_4_filtered_Ca
target_7ME4_ca,,148,1.0798914772681405,ref_Danio_rerio_CRCL_1_filtered_Ca
target_6V4H_ca,,161,1.07993767775523,ref_Amphimedon_queenslandica_CRCL_5_filtered_Ca
target_8BS5_ca,,156,1.0799774315738764,ref_Hydra_vulgaris_CRCL_2_filtered_Ca
target_6VJ9_ca,,161,1.080056352768386,ref_Amphimedon_queenslandica_CRCL_5_filtered_Ca
target_8BS5_ca,,153,1.080071878700409,ref_Homo_sapiens_CRCL_5_filtered_Ca
target_6XRO_ca,,168,1.0801134739623686,ref_Homo_sapiens_CRCL_7_filtered_Ca
target_6K80_ca,,160,1.0801516200270596,ref_Xenopus_tropicalis_CRCL_8_filtered_Ca
target_7KVX_ca,,179,1.0803548771255855,ref_Xenopus_tropicalis_CRCL_1_filtered_Ca
target_7RL3_ca,,156,1.0803738860367251,ref_Hydra_vulgaris_CRCL_4_filtered_Ca
target_6LTK_ca,,148,1.0805684094197603,ref_Nematostella_vectensis_CRCL_3_filtered_Ca
target_8FDX_ca,,160,1.0808774508284569,ref_Homo_sapiens_CRCL_1_filtered_Ca
target_8FDX_ca,,168,1.0810042389517185,ref_Homo_sapiens_CRCL_7_filtered_Ca
target_8R79_ca,,168,1.08103951578587,ref_Homo_sapiens_CRCL_7_filtered_Ca
target_7CQV_ca,,133,1.0811179916718818,ref_Strongylocentrotus_purpuratus_CRCL_2_filtered_Ca
target_8FDX_ca,,160,1.0811207446726998,ref_Oscarella_pearsei_CRCL_1_filtered_Ca
target_7O3S_ca,,175,1.0813545501157942,ref_Trichoplax__adhaerens_CRCL_1_filtered_Ca
target_7OY4_ca,,168,1.0813852116851526,ref_Homo_sapiens_CRCL_7_filtered_Ca
target_6T2T_ca,,153,1.0813873003239851,ref_Homo_sapiens_CRCL_5_filtered_Ca
target_7TGQ_ca,,165,1.0814389396768416,ref_Acropora_millepora_CRCL_1_filtered_Ca
target_7BO6_ca,,184,1.0814445012568736,ref_Pocillopora_damicornis_CRCL_1_all_Ca
target_6HXY_ca,,176,1.081457284451808,ref_Danio_rerio_CRCL_10_filtered_Ca
target_6K80_ca,,155,1.0815115626404186,ref_Geodia_cydonium_CRCL_1_filtered_Ca
target_7Y8D_ca,,184,1.0816303679404866,ref_Pocillopora_damicornis_CRCL_1_all_Ca
target_6LTK_ca,,179,1.0816592405595042,ref_Xenopus_tropicalis_CRCL_1_filtered_Ca
target_7JW6_ca,,164,1.081683964827816,ref_Hydra_vulgaris_CRCL_3_filtered_Ca
target_6VJ9_ca,,170,1.081697469219869,ref_Xenopus_tropicalis_CRCL_7_filtered_Ca
target_6XRP_ca,,138,1.081718541334085,ref_Xenopus_tropicalis_CRCL_6_filtered_Ca
target_7BTG_ca,,153,1.0817350639340704,ref_Homo_sapiens_CRCL_5_filtered_Ca
target_7CMR_ca,,204,1.0817354422491705,ref_Homo_sapiens_CRCL_10_filtered_Ca
target_7MIC_ca,,180,1.0817683409181582,ref_Mnemiopsis_leidyi_CRCL_1_filtered_Ca
target_7CIX_ca,,165,1.081788058489494,ref_Nematostella_vectensis_CRCL_6_filtered_Ca
target_6K80_ca,,156,1.0817961035992207,ref_Hydra_vulgaris_CRCL_2_filtered_Ca
target_7BO6_ca,,175,1.08182366589678,ref_Trichoplax__adhaerens_CRCL_1_filtered_Ca
target_8ADD_ca,,194,1.0818431017305354,ref_Pleurobrachia_pileus_CRCL_1_filtered_Ca
target_7TGQ_ca,,144,1.0820844283267848,ref_Amphimedon_queenslandica_CRCL_3_filtered_Ca
target_7TGQ_ca,,136,1.0821799454458048,ref_Trichoplax_adhaerens_CRCL_2_filtered_Ca
target_7MFW_ca,,156,1.08224268515315,ref_Hydra_vulgaris_CRCL_2_filtered_Ca
target_7CIX_ca,,145,1.082279414859856,ref_Danio_rerio_CRCL_8_filtered_Ca
target_8FDY_ca,,153,1.0825170995929323,ref_Suberites_domuncula_CRCL_2_filtered_Ca
target_8FDX_ca,,148,1.0826343862033383,ref_Nematostella_vectensis_CRCL_2_filtered_Ca
target_7RL3_ca,,148,1.082985440895322,ref_Nematostella_vectensis_CRCL_2_filtered_Ca
target_6XZI_ca,,198,1.0829884871671545,ref_Xenopus_tropicalis_CRCL_9_all_Ca
target_7PV5_ca,,140,1.0830310810644834,ref_Gallus_gallus_CRCL_5_filtered_Ca
